2834.28,0.00
65.05,73.41
57.33,73.39
51.98,73.72
46.90,58.33
39.45,38.48
35.51,39.41
33.64,39.72
29.37,39.96
28.56,39.82
24.94,38.30
21.96,36.42
16.21,0.00
13.00,0.00
9.47,0.00
7.86,0.00
6.11,0.00
5.11,0.00
5.44,0.00
7.11,0.00
11.06,0.00
15.54,0.00
18.67,0.00
23.94,37.71
29.26,39.95
34.25,39.63
41.83,43.75
47.20,59.54
54.55,73.53
61.41,73.34
65.30,73.42
73.54,73.80
82.06,89.63
89.20,115.53
100.26,116.67
111.73,116.96
113.37,117.04
115.40,117.15
117.80,117.29
119.32,117.38
124.17,117.72
123.82,117.69
116.35,117.20
2833.69,0.00
2834.90,0.00
78.09,74.09
68.83,73.56
62.22,73.35
57.70,73.37
53.06,73.63
48.93,67.57
44.45,50.90
40.37,39.51
36.42,39.22
34.06,39.66
29.26,39.95
22.16,36.55
19.50,0.00
16.91,0.00
13.74,0.00
13.06,0.00
12.65,0.00
11.53,0.00
11.17,0.00
10.59,0.00
10.27,0.00
8.86,0.00
8.86,0.00
11.06,0.00
15.70,0.00
16.59,0.00
17.43,0.00
22.80,36.99
26.85,39.24
32.64,39.85
37.00,39.09
41.79,43.65
45.64,53.51
48.90,67.39
58.98,73.34
63.91,73.38
70.53,73.64
77.16,74.03
87.08,109.71
92.07,117.42
2851.22,0.00
2834.49,0.00
2835.05,0.00
130.59,118.21
131.20,118.27
129.17,118.10
118.01,117.30
111.46,116.95
108.09,116.82
85.54,104.85
75.45,73.92
67.20,73.49
60.85,73.34
54.18,73.55
48.21,64.02
44.05,49.79
37.31,39.02
32.64,39.85
28.32,39.76
24.10,37.81
21.28,35.94
17.59,0.00
14.74,0.00
12.97,0.00
11.38,0.00
10.15,0.00
8.23,0.00
7.42,0.00
6.32,0.00
5.95,0.00
5.58,0.00
5.43,0.00
7.79,0.00
12.71,0.00
13.48,0.00
17.69,0.00
22.84,37.01
28.82,39.88
36.09,39.29
43.93,49.46
49.72,71.95
50.12,73.88
51.05,73.79
51.73,73.74
53.22,73.62
54.10,73.56
55.32,73.48
56.25,73.43
58.37,73.35
65.87,73.44
2837.43,0.00
2821.75,0.00
2838.80,0.00
2840.08,0.00
2834.04,0.00
65.73,73.44
63.42,73.37
62.76,73.36
62.62,73.36
57.37,73.38
56.25,73.43
49.39,70.03
42.28,45.00
35.68,39.37
29.58,39.98
23.05,37.15
18.64,0.00
14.53,0.00
11.64,0.00
10.01,0.00
10.33,0.00
13.90,0.00
20.44,35.33
27.74,39.58
34.69,39.56
40.93,41.20
52.70,73.66
58.23,73.36
59.61,73.33
61.74,73.34
65.35,73.42
64.75,73.41
89.22,115.58
2849.82,0.00
2831.64,0.00
2838.45,0.00
80.75,80.86
66.47,73.46
63.79,73.38
57.65,73.37
52.42,73.68
52.01,73.71
50.56,73.84
49.46,70.43
48.91,67.48
41.69,43.35
36.10,39.29
31.01,39.98
27.53,39.51
25.25,38.47
23.12,37.19
20.79,35.59
19.83,0.00
17.90,0.00
15.59,0.00
15.52,0.00
18.32,0.00
24.64,38.13
30.59,39.99
37.84,38.90
43.58,48.50
55.93,73.45
67.26,73.49
76.46,73.98
79.23,74.17
86.10,106.70
89.27,115.72
89.71,116.85
109.17,116.86
116.42,117.21
106.23,116.76
122.93,117.63
129.47,118.12
2851.24,0.00
2833.67,0.00
2834.51,0.00
116.08,117.19
120.41,117.46
100.60,116.67
2848.91,0.00
2832.52,0.00
75.04,73.89
69.95,73.61
64.53,73.40
59.82,73.33
51.44,73.76
47.69,61.64
41.53,42.91
38.64,38.70
35.60,39.39
32.69,39.84
29.93,40.00
27.46,39.49
24.41,38.00
22.31,36.66
18.43,0.00
17.15,0.00
15.94,0.00
14.47,0.00
13.37,0.00
13.27,0.00
16.00,0.00
20.32,35.24
26.20,38.95
31.92,39.92
37.40,39.00
42.21,44.81
46.76,57.76
50.60,73.83
54.46,73.53
58.56,73.35
61.60,73.34
64.09,73.39
65.56,73.43
65.56,73.43
65.86,73.44
67.15,73.49
70.70,73.65
75.38,73.91
77.37,74.04
78.00,74.08
78.86,74.14
79.58,74.19
82.45,91.73
85.49,104.67
89.11,115.31
93.26,117.23
108.51,116.83
110.12,116.89
102.05,116.68
104.04,116.71
105.58,116.74
124.08,117.71
2851.47,0.00
2833.72,0.00
145.05,119.51
144.33,119.44
133.29,118.44
137.57,118.82
126.04,117.86
123.52,117.67
121.95,117.56
120.53,117.46
118.18,117.31
116.99,117.24
114.70,117.11
107.32,116.79
104.83,116.72
105.32,116.73
98.91,116.69
93.40,117.21
88.59,113.92
83.25,95.63
77.70,74.06
78.26,74.10
75.88,73.94
75.18,73.90
73.77,73.81
74.03,73.83
67.47,73.50
62.44,73.35
61.59,73.34
60.89,73.34
57.82,73.37
55.13,73.49
53.85,73.57
53.41,73.61
52.21,73.70
51.33,73.77
50.74,73.82
49.67,71.64
48.98,67.84
47.79,62.10
46.73,57.63
46.15,55.39
45.31,52.30
43.93,49.46
43.02,46.99
42.61,45.90
41.74,43.50
41.14,41.81
40.34,39.40
39.25,38.54
39.04,38.59
38.55,38.72
37.24,39.04
36.72,39.16
36.00,39.31
34.90,39.52
34.25,39.63
33.64,39.72
33.41,39.75
32.67,39.84
32.52,39.86
31.47,39.95
31.05,39.97
31.05,39.97
30.21,40.00
29.73,39.99
29.12,39.93
28.63,39.84
27.51,39.50
26.99,39.30
26.53,39.11
26.11,38.91
25.48,38.59
25.11,38.40
24.73,38.18
24.57,38.09
24.15,37.84
23.52,37.45
22.61,36.86
22.58,36.84
22.14,36.54
20.58,35.43
20.16,35.12
18.27,0.00
17.99,0.00
19.83,0.00
23.66,37.54
24.62,38.12
25.67,38.69
26.09,38.90
26.83,39.24
27.95,39.65
28.30,39.75
29.45,39.97
30.99,39.98
32.15,39.90
32.67,39.84
33.51,39.74
34.30,39.62
34.97,39.51
35.67,39.37
36.80,39.14
37.98,38.86
39.50,38.47
40.44,39.73
41.76,43.55
43.07,47.13
43.17,47.42
44.07,49.84
45.57,53.25
46.59,57.07
47.60,61.25
48.86,67.21
